DEL komplett	DEL Schnittmenge	id0	url0	label0	label@fr0	label@de0	id1	url1	label1	label@fr1	label@de1	id2	url2	label2	label@fr2	label@de2	id3	url3	label3	label@fr3	label@de3	id4	url4	label4	label@fr4	label@de4
"Sculpture "	sculpture	Q11634	https://www.wikidata.org/wiki/Q11634	art of sculpture	sculpture	Bildhauerkunst	Q860861	https://www.wikidata.org/wiki/Q860861	sculpture	sculpture	Skulptur	Q17310537	https://www.wikidata.org/wiki/Q17310537	sculpture	sculpture	Bildhauerei	Q245117	https://www.wikidata.org/wiki/Q245117	relief sculpture	relief	Relief	Q1759852	https://www.wikidata.org/wiki/Q1759852	sculpture garden	parc de sculptures	Skulpturengarten
"Sensibilité "		Q103966345	https://www.wikidata.org/wiki/Q103966345	Sensibilité			Q58156686	https://www.wikidata.org/wiki/Q58156686	Sensibilité des indices de diversité à l'agrégation			Q99524454	https://www.wikidata.org/wiki/Q99524454	Empoisonnement par Pleurotus olearius. Sensibilité du chien.	Empoisonnement par Pleurotus olearius. Sensibilité du chien.		Q99528542	https://www.wikidata.org/wiki/Q99528542	Sensibilité des graines et plantules aux ondes très courtes	Sensibilité des graines et plantules aux ondes très courtes		Q8073932	https://www.wikidata.org/wiki/Q8073932	Zone de Sensibilité Picturale Immatérielle		
"Sensualisme "		Q651205	https://www.wikidata.org/wiki/Q651205	Sensualism	Sensualisme	Sensualismus	Q102178909	https://www.wikidata.org/wiki/Q102178909		La Sensation et la Pensée selon le sensualisme et le platonisme contemporains	
"Sexualité "		Q3100807	https://www.wikidata.org/wiki/Q3100807	Genre, Sexualité et Société	Genre, sexualité et société		Q94480816	https://www.wikidata.org/wiki/Q94480816	LA SEXUALITÉ CHEZ LES MOUSSES	LA SEXUALITÉ CHEZ LES MOUSSES		Q90636387	https://www.wikidata.org/wiki/Q90636387	LA SEXUALITÉ DES ASTÉRIDES	LA SEXUALITÉ DES ASTÉRIDES		Q92326385	https://www.wikidata.org/wiki/Q92326385	Sexualité et reproduction des poissons, par Jean Mellinger	Sexualité et reproduction des poissons, par Jean Mellinger		Q4042967	https://www.wikidata.org/wiki/Q4042967	sexuality	sexualité	Sexualität
"Siècle "	siècle	Q3214312	https://www.wikidata.org/wiki/Q3214312	« Patrimoine du XXe siècle » label	label « Patrimoine du XXe siècle »	Label Patrimoine du XXe siècle	Q40884216	https://www.wikidata.org/wiki/Q40884216	Grand dictionnaire universel du XIXe siècle	Grand dictionnaire universel du XIXe siècle		Q265581	https://www.wikidata.org/wiki/Q265581	fin de siècle	fin de siècle	Fin de Siècle	Q7015	https://www.wikidata.org/wiki/Q7015	18th century	XVIIIe siècle	18. Jahrhundert	Q1703605	https://www.wikidata.org/wiki/Q1703605	Le Siècle	Le Siècle	Le Siècle
"Silhouette, découpage "	
"Sociabilité "		Q42510834	https://www.wikidata.org/wiki/Q42510834	Science, académisme et sociabilité savante	Science, académisme et sociabilité savante	Science, académisme et sociabilité savante	Q60726514	https://www.wikidata.org/wiki/Q60726514	Réseaux et les mutations de la sociabilité			Q58150809	https://www.wikidata.org/wiki/Q58150809	Pierre Rajotte (dir.), Lieux et réseaux de sociabilité littéraire au Québec, Québec, Éditions Nota bene, 2001, 336 p			Q59883449	https://www.wikidata.org/wiki/Q59883449	Les Modes de sociabilité au château de Coppet à l’époque de Germaine de Staël (1766–1817). Par Martina Priebe			Q3117629	https://www.wikidata.org/wiki/Q3117629		Groupe d'analyse du social et de la sociabilité	
"Socrate "		Q19689910	https://www.wikidata.org/wiki/Q19689910	Socrate	Socrate	Socrate	Q3028841	https://www.wikidata.org/wiki/Q3028841	Socrate	Socrate		Q19689902	https://www.wikidata.org/wiki/Q19689902	Socrate	Socrate	Socrate	Q3963888	https://www.wikidata.org/wiki/Q3963888	Socrates	Socrate		Q52824714	https://www.wikidata.org/wiki/Q52824714	Socrate		
"Soldat "	soldat	Q604532	https://www.wikidata.org/wiki/Q604532	Soldat	Soldat	Soldat	Q37522985	https://www.wikidata.org/wiki/Q37522985	Soldat	Soldat	Soldat	Q7557207	https://www.wikidata.org/wiki/Q7557207	Soldat			Q2298553	https://www.wikidata.org/wiki/Q2298553	Soldat	Soldat	Soldat	Q85854747	https://www.wikidata.org/wiki/Q85854747	Soldat	Soldat	
"Soleil et système solaire "	soleil	Q193275	https://www.wikidata.org/wiki/Q193275	small Solar System body	petit corps du Système solaire	Kleinkörper	Q194235	https://www.wikidata.org/wiki/Q194235	lunisolar calendar	Calendrier luni-solaire	Lunisolarkalender
"Sorcellerie "		Q16677512	https://www.wikidata.org/wiki/Q16677512	Sorcellerie	Sorcellerie	Sorcellerie	Q259745	https://www.wikidata.org/wiki/Q259745	witchcraft	sorcellerie	Zauberei	Q66458810	https://www.wikidata.org/wiki/Q66458810	witchcraft investigation	investigation en sorcellerie		Q65006784	https://www.wikidata.org/wiki/Q65006784	Lutte mystique: Sport, magie et sorcellerie au Sénégal			Q65006791	https://www.wikidata.org/wiki/Q65006791	Insaisissable sorcellerie: Législation, compétence et pratique au Cameroun (1916-1959)		
"Statistiques, probabilités "		Q105584266	https://www.wikidata.org/wiki/Q105584266	Sparsity in penalized empirical risk minimization			Q105584251	https://www.wikidata.org/wiki/Q105584251	Challenging the empirical mean and empirical variance: A deviation study			Q105584279	https://www.wikidata.org/wiki/Q105584279	Qualitative properties of certain piecewise deterministic Markov processes			Q105584255	https://www.wikidata.org/wiki/Q105584255	Une condition asymptotique pour le calcul de constantes de Sobolev logarithmiques sur la droite			Q15765618	https://www.wikidata.org/wiki/Q15765618	Annales de l'Institut Henri Poincare B	Annales de l'Institut Henri Poincare B	
"Sublime "		Q999803	https://www.wikidata.org/wiki/Q999803	sublime	sublime	Das Erhabene	Q591691	https://www.wikidata.org/wiki/Q591691	Sublime	Sublime	Sublime	Q2757513	https://www.wikidata.org/wiki/Q2757513	Sublime	Sublime	Sublime	Q267193	https://www.wikidata.org/wiki/Q267193	Sublime Text	Sublime Text	Sublime Text	Q83670442	https://www.wikidata.org/wiki/Q83670442	Rosa 'Sublime'	Rosa ‘Sublime’	Rosa ‘Sublime’
"Suède "	suède	Q1574115	https://www.wikidata.org/wiki/Q1574115	Open de Suède Vårgårda	Open de Suède Vårgårda	Open de Suède Vårgårda	Q34	https://www.wikidata.org/wiki/Q34	Sweden	Suède	Schweden	Q10559647	https://www.wikidata.org/wiki/Q10559647	Anecdotes de Suède			Q26266059	https://www.wikidata.org/wiki/Q26266059	Open de Suède Vårgårda RR	Course en ligne de l'Open de Suède Vårgårda		Q26266060	https://www.wikidata.org/wiki/Q26266060	Open de Suède Vårgårda TTT	Contre-la-montre par équipes de l'Open de Suède Vårgårda	
"Suisse "		Q39	https://www.wikidata.org/wiki/Q39	Switzerland	Suisse	Schweiz	Q22036	https://www.wikidata.org/wiki/Q22036	Suisse	Suisse	Suisse	Q3428754	https://www.wikidata.org/wiki/Q3428754	Revue médicale suisse	Revue médicale suisse	Revue médicale suisse	Q372657	https://www.wikidata.org/wiki/Q372657	Credit Suisse	Credit Suisse	Credit Suisse	Q83261	https://www.wikidata.org/wiki/Q83261	Tour de Suisse	Tour de Suisse	Tour de Suisse
"Technique "		Q2695280	https://www.wikidata.org/wiki/Q2695280	technique	technique	Technik	Q473236	https://www.wikidata.org/wiki/Q473236	aquatint	aquatinte	Aquatinta	Q186986	https://www.wikidata.org/wiki/Q186986	etching technique	eau-forte	Radierung	Q542340	https://www.wikidata.org/wiki/Q542340	drypoint technique	pointe sèche	Kaltnadelradierung	Q752633	https://www.wikidata.org/wiki/Q752633	linocut technique	linogravure	Linolschnitt
Terre (Forme de la)	terre	Q94482791	https://www.wikidata.org/wiki/Q94482791	"ÉTUDE D'UNE FORME NOUVELLE DE LA """"BIGARRURE„ DE LA POMME DE TERRE"	"ÉTUDE D'UNE FORME NOUVELLE DE LA """"BIGARRURE„ DE LA POMME DE TERRE"		Q94482768	https://www.wikidata.org/wiki/Q94482768	Sur une forme nouvelle de la « BIGARRURE », maladie a virus filtrant de la Pomme de terre	Sur une forme nouvelle de la « BIGARRURE », maladie a virus filtrant de la Pomme de terre		Q271669	https://www.wikidata.org/wiki/Q271669	landform	modelé	Landform	Q181508	https://www.wikidata.org/wiki/Q181508	extraterrestrial life	vie extraterrestre	außerirdisches Leben	Q13411201	https://www.wikidata.org/wiki/Q13411201	Template:Earth's landforms	Modèle:Palette Relief de la Terre	
Terreur		Q3984749	https://www.wikidata.org/wiki/Q3984749	Terreur			Q193547	https://www.wikidata.org/wiki/Q193547	Reign of Terror	Terreur	Terrorherrschaft	Q3213132	https://www.wikidata.org/wiki/Q3213132	La Terreur	La Terreur	La Terreur	Q16679336	https://www.wikidata.org/wiki/Q16679336	Terreur Graphique	Terreur Graphique	Terreur Graphique	Q60751897	https://www.wikidata.org/wiki/Q60751897	Terreur 404		
"Théâtre et scénographie "	théâtre	Q85101247	https://www.wikidata.org/wiki/Q85101247	Eric Poncy	Eric Poncy	Eric Poncy	Q85855452	https://www.wikidata.org/wiki/Q85855452		Le théâtre des voyages ː une scénographie de l'âge classique	
"Théologie "	théologie	Q1473136	https://www.wikidata.org/wiki/Q1473136	Nouvelle Théologie	Nouvelle Théologie	Nouvelle Théologie	Q34178	https://www.wikidata.org/wiki/Q34178	theology	théologie	Theologie	Q3064316	https://www.wikidata.org/wiki/Q3064316	Faculté de théologie protestante de Strasbourg	Faculté de théologie protestante de Strasbourg		Q16303760	https://www.wikidata.org/wiki/Q16303760	Faculté de théologie d'Angers	Faculté de théologie d'Angers		Q20667737	https://www.wikidata.org/wiki/Q20667737	Faculté libre de théologie protestante de Montauban	Faculté de théologie protestante de Montauban	
Théosophie		Q178671	https://www.wikidata.org/wiki/Q178671	theosophy	théosophie	Theosophie	Q42898512	https://www.wikidata.org/wiki/Q42898512	Christianity and Theosophy	Christianisme et théosophie		Q3151104	https://www.wikidata.org/wiki/Q3151104		Initiation		Q3527286	https://www.wikidata.org/wiki/Q3527286	Tübingen Theosophy	Théosophie de Tübingen		Q3421300	https://www.wikidata.org/wiki/Q3421300	seven rays	Rayon	
"Thermométrie "		Q909741	https://www.wikidata.org/wiki/Q909741	temperature measurement	Thermométrie	Thermometrie	Q19149593	https://www.wikidata.org/wiki/Q19149593		Contribution à l’étude de la thermométrie clinique en médecine vétérinaire		Q6461189	https://www.wikidata.org/wiki/Q6461189	Category:Thermometers	Catégorie:Thermométrie	Kategorie:Thermometer
"Tolérance "		Q98022418	https://www.wikidata.org/wiki/Q98022418	Tolérance zéro	Tolérance zéro	Tolérance zéro	Q2086472	https://www.wikidata.org/wiki/Q2086472	religious toleration	tolérance religieuse		Q47495002	https://www.wikidata.org/wiki/Q47495002	La nouvelle tolérance			Q19234134	https://www.wikidata.org/wiki/Q19234134	Sur la tolérance religieuse	Sur la tolérance religieuse		Q100364503	https://www.wikidata.org/wiki/Q100364503	Allée de la Tolérance	allée de la Tolérance	
"Tombeaux "		Q15991004	https://www.wikidata.org/wiki/Q15991004	tombeau	Tombeau	Tombeau	Q27031185	https://www.wikidata.org/wiki/Q27031185	Tombeaux des Géants	Tombeaux des Géants	Tombeaux des Géants	Q21900991	https://www.wikidata.org/wiki/Q21900991	Cape des Tombeaux			Q15943844	https://www.wikidata.org/wiki/Q15943844	Tombeaux des Ducs de Bourgogne	grande salle du palais des ducs de Bourgogne		Q13415327	https://www.wikidata.org/wiki/Q13415327	Recueil de tombeaux des quatre cimetières de Paris	Arnaud 1817	
"Tradition "	tradition	Q82821	https://www.wikidata.org/wiki/Q82821	tradition	tradition	Tradition	Q7832266	https://www.wikidata.org/wiki/Q7832266	Tradition	Tradition		Q83670721	https://www.wikidata.org/wiki/Q83670721	Rosa 'Tradition'	Rosa ‘Tradition’	Rosa ‘Tradition’	Q7832261	https://www.wikidata.org/wiki/Q7832261	Tradition	Tradition	Tradition	Q7832267	https://www.wikidata.org/wiki/Q7832267	Tradition	Tradition	Tradition
"Traduction "	traduction	Q15756825	https://www.wikidata.org/wiki/Q15756825	Traduction, terminologie, rédaction	Traduction, terminologie, rédaction		Q4115148	https://www.wikidata.org/wiki/Q4115148	uterine myomectomy	Myomectomie	myome	Q15755833	https://www.wikidata.org/wiki/Q15755833	Babel. Revue Internationale de la Traduction	Babel		Q15759791	https://www.wikidata.org/wiki/Q15759791	Terminologie et Traduction	Terminologie et traduction		Q2519597	https://www.wikidata.org/wiki/Q2519597	Traduction œcuménique de la Bible	Traduction œcuménique de la Bible	
"Tragédie "		Q3536482	https://www.wikidata.org/wiki/Q3536482	Tragédie	Tragédie	Tragédie	Q908705	https://www.wikidata.org/wiki/Q908705	tragédie en musique	tragédie lyrique	Tragédie lyrique	Q80930	https://www.wikidata.org/wiki/Q80930	tragedy	tragédie	Tragödie	Q938584	https://www.wikidata.org/wiki/Q938584	Hey Oh	Hey oh	Hey Oh	Q28745633	https://www.wikidata.org/wiki/Q28745633	Tragédie s máslem	Tragédie s máslem	
"Transport "	transport	Q7590	https://www.wikidata.org/wiki/Q7590	transport	transport	Verkehr	Q1435575	https://www.wikidata.org/wiki/Q1435575	transport	transport	Transport	Q3565868	https://www.wikidata.org/wiki/Q3565868	rail transport	transport ferroviaire	Schienenverkehr	Q516739	https://www.wikidata.org/wiki/Q516739	road transport	transport routier	Straßenverkehr	Q155930	https://www.wikidata.org/wiki/Q155930	maritime transport	transport maritime	Schifffahrt
"Travail "	travail	Q1125638	https://www.wikidata.org/wiki/Q1125638	General Confederation of Labour	Confédération générale du travail	Confédération générale du travail	Q7835862	https://www.wikidata.org/wiki/Q7835862	Travail	Travail		Q65114327	https://www.wikidata.org/wiki/Q65114327	Travail	Travail		Q4749046	https://www.wikidata.org/wiki/Q4749046	Travail	Travail	Travail	Q26840007	https://www.wikidata.org/wiki/Q26840007	Archives des maladies professionnelles de médecine du travail et sécurité sociale	Archives des maladies professionnelles de médecine du travail et de sécurite sociale	
"Urbanisme "	urbanisme	Q30025614	https://www.wikidata.org/wiki/Q30025614	Urbanisme	Urbanisme	Urbanisme	Q3552218	https://www.wikidata.org/wiki/Q3552218	Urbanisme	Urbanisme	Urbanisme	Q3552216	https://www.wikidata.org/wiki/Q3552216	Urbanisme	Urbanisme		Q71557900	https://www.wikidata.org/wiki/Q71557900	Quaderns de Recerca en Urbanisme			Q59950	https://www.wikidata.org/wiki/Q59950	urbanism	urbanisme	Urbanistik
"Utile "		Q18436399	https://www.wikidata.org/wiki/Q18436399	Utile	Utile		Q105612010	https://www.wikidata.org/wiki/Q105612010	Utile	Utile		Q835089	https://www.wikidata.org/wiki/Q835089	Entandrophragma utile	Entandrophragma utile	Entandrophragma utile	Q7902809	https://www.wikidata.org/wiki/Q7902809	Utile			Q2713013	https://www.wikidata.org/wiki/Q2713013	Brosimum utile	Brosimum utile	Brosimum utile
"Utopie "		Q65233020	https://www.wikidata.org/wiki/Q65233020	UTOPIE			Q2391177	https://www.wikidata.org/wiki/Q2391177	Utopie d'occase	Utopie d'occase	Utopie d'occase	Q4006785	https://www.wikidata.org/wiki/Q4006785	Utopie e piccole soddisfazioni	Utopie e piccole soddisfazioni	Utopie e piccole soddisfazioni	Q59311194	https://www.wikidata.org/wiki/Q59311194	Utopie IX	Utopie IX		Q131156	https://www.wikidata.org/wiki/Q131156	utopia	utopie	Utopie
"Vaudeville "		Q186286	https://www.wikidata.org/wiki/Q186286	vaudeville	vaudeville américain	Vaudeville	Q209744	https://www.wikidata.org/wiki/Q209744	Vaudeville	Vaudeville	Vaudeville	Q445814	https://www.wikidata.org/wiki/Q445814	vaudeville	Vaudeville	Vaudeville	Q1102838	https://www.wikidata.org/wiki/Q1102838	Vaudéville	Vaudéville	Vaudéville	Q7917259	https://www.wikidata.org/wiki/Q7917259	Vaudeville	Vaudeville	Vaudeville
"Vertu "		Q1130409	https://www.wikidata.org/wiki/Q1130409	Vertu	Vertu	Vertu	Q4620651	https://www.wikidata.org/wiki/Q4620651	Vertú	Vertú		Q1151183	https://www.wikidata.org/wiki/Q1151183	Sainte-Vertu	Sainte-Vertu	Sainte-Vertu	Q7922972	https://www.wikidata.org/wiki/Q7922972	Vertu			Q543270	https://www.wikidata.org/wiki/Q543270	Côte-Vertu	Côte-Vertu	Côte-Vertu
"Ville et développement urbain "	ville	Q87459432	https://www.wikidata.org/wiki/Q87459432	Tournus, le castrum, l’abbaye, la ville, xie-xive siècles et prémices. Analyse archéologique d’un développement monastique et urbain			Q56003812	https://www.wikidata.org/wiki/Q56003812	Développement de la ville, découpage et appropriation des territoires urbains au Gabon : le cas de Libreville			Q61961666	https://www.wikidata.org/wiki/Q61961666	Politique de la suspicion et développement urbain au Cameroun. Le Programme participatif d’amélioration des bidonvilles (PPAB) dans la ville de Yaoundé			Q60371290	https://www.wikidata.org/wiki/Q60371290	Jean-Marie Ernecq (ed.), Les villes européennes de tradition industrielle. Mutations économiques et politiques urbaines. Edited by Plan Urbain, Commissariat Général du Plan, DATAR, Région Nord-Pas-de Calais and Agence de Développement et d'Urba			Q17305180	https://www.wikidata.org/wiki/Q17305180	urban development	développement urbain	Stadtentwicklung
"Volcan "	volcan	Q1699400	https://www.wikidata.org/wiki/Q1699400	Volcán	Volcán	Volcán	Q7940010	https://www.wikidata.org/wiki/Q7940010	Volcan / Volcán	Volcan	Volcan	Q7940110	https://www.wikidata.org/wiki/Q7940110	Volcán	Volcán	Volcán	Q4016103	https://www.wikidata.org/wiki/Q4016103	Volcán			Q6164614	https://www.wikidata.org/wiki/Q6164614	Volcan	Volcan	Volcan Compañía Minera
"Voyages et voyageurs "		Q19214553	https://www.wikidata.org/wiki/Q19214553		Les Voyages et les voyageurs en chemins de fer		Q60836182	https://www.wikidata.org/wiki/Q60836182		Découverte de la terre : Histoire générale des grands voyages et des grands voyageurs		Q29045060	https://www.wikidata.org/wiki/Q29045060		Le tour du monde ː nouveau journal des voyages, Volume XIII		Q12019678	https://www.wikidata.org/wiki/Q12019678		Histoire générale des grands voyages et des grands voyageurs		Q3227726	https://www.wikidata.org/wiki/Q3227726	Le Tour du monde	Le Tour du monde	Le Tour du monde
Zoologie		Q104761646	https://www.wikidata.org/wiki/Q104761646	Zoologie		Zoologie	Q15765167	https://www.wikidata.org/wiki/Q15765167	Revue Suisse de Zoologie	Revue suisse de Zoologie	Revue Suisse de Zoologie	Q51383266	https://www.wikidata.org/wiki/Q51383266	Zoologie			Q431	https://www.wikidata.org/wiki/Q431	zoology	zoologie	Zoologie	Q15759777	https://www.wikidata.org/wiki/Q15759777	Naturhistorisches Museum in Wien. Annalen. Serie B: Botanik und Zoologie		Annalen des Naturhistorischen Museums in Wien, Serie B: Botanik und Zoologie
